underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol,delta,theta,gamma,vega,rho
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,26.0,C,4.1,4.21,4.1,4.21,3,41541,4.1,35975,4.3,17.84,17.84,-0.3766534108696188,1.4276978998793473,0.5356299714055526,-8.909222823030829,0.02501177223018482,4.4214627020589266,2.015597290446182
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,21.0,C,6.0,6.0,6.0,6.0,1,34328,5.9,34407,6.1,17.84,17.84,-0.1630793105715596,1.6083344644599538,0.6549159994115004,-9.304394927397341,0.02058901828416333,4.100125854272936,2.098927385339016
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,23.0,P,3.5,3.5,3.5,3.5,10,46370,3.4,37505,3.6,17.84,17.84,-0.2540510887772864,,,,,,
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,24.0,C,4.7,4.79,4.7,4.79,27,40693,4.7,34479,4.9,17.84,17.84,-0.2966107031960823,1.4705181213256775,0.5794212877646889,-9.045547637757304,0.02389600370384252,4.350917391353243,2.0822272721797375
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,24.0,P,4.1,4.1,4.1,4.1,1,19596,4.1,4613,4.2,17.84,17.84,-0.2966107031960823,,,,,,
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,25.0,P,4.9,4.9,4.84,4.84,35,458,4.8,32386,4.9,17.84,17.84,-0.3374326977163374,,,,,,
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,20.0,C,6.5,6.51,6.4,6.51,5,33061,6.4,39822,6.6,17.84,17.84,-0.1142891464021276,1.6666518152393803,0.6798756319588286,-9.346154088146891,0.019286079196858125,3.9799169121450024,2.0785306164549286
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,26.0,P,5.56,5.56,5.56,5.56,2,7641,5.5,31268,5.6,17.84,17.84,-0.3766534108696188,,,,,,
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,27.0,C,3.95,3.95,3.95,3.95,5,7711,3.9,6904,4.0,17.84,17.84,-0.4143937388524658,1.43615890876412,0.5207491131660652,-8.962092604287607,0.02493027389518084,4.433173479207667,1.9730093371043458
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,32.5,P,10.8,10.8,10.8,10.8,1,8457,10.6,223,10.7,17.84,17.84,-0.5997969621838284,,,,,,
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,29.0,C,3.4,3.4,3.4,3.4,1,41975,3.4,38822,3.6,17.84,17.84,-0.4858527028346108,1.389306546269382,0.47671865503067873,-8.658122954922376,0.025761967756268073,4.431617762461855,1.8863230888806903
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,35.0,C,2.48,2.48,2.48,2.48,10,40407,2.4,22,2.5,17.84,17.84,-0.6739049343375504,1.363764373334164,0.38337029927961547,-8.082381532724195,0.025157649988657087,4.248098630658587,1.611423457674213
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,40.0,C,2.0,2.0,2.0,2.0,1,45193,1.85,1609,1.95,17.84,17.84,-0.807436326962073,1.3663808449576598,0.32595056900852626,-7.598608170928455,0.023700292944875488,4.009688723656769,1.410474410775339
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,47.5,P,24.2,24.2,24.2,24.2,1,3297,24.1,29751,24.3,17.84,17.84,-0.979286583888732,,,,,,
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,16.0,C,9.1,9.1,9.1,9.1,1,1910,9.0,27310,9.2,17.84,17.84,0.108854404912082,2.0645454174848648,0.7807795865086862,-9.428626135113435,0.01286253553901233,3.2880333130834765,1.7825373442645829
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,50.0,C,1.25,1.25,1.25,1.25,1,18412,1.2,25,1.25,17.84,17.84,-1.0305798782762827,1.34069028001463,0.22880467427127948,-6.218759531691592,0.020294629494360866,3.3689515699632135,1.047447699696692
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,60.0,C,0.85,0.85,0.85,0.85,2,17197,0.8,1653,0.85,17.84,17.84,-1.2129014350702374,1.3392760011406524,0.16784549945872945,-5.120636574570535,0.016841908588843938,2.7928433218213042,0.7933900240522763
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,75.0,C,0.5,0.5,0.5,0.5,8,17024,0.45,3647,0.5,17.84,17.84,-1.436044986384447,1.335717897865099,0.10835224207200123,-3.762681866494924,0.012514763680757976,2.0697723382177866,0.5303962166321803
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,18.0,C,7.6,7.7,7.6,7.7,39,1,7.6,2613,7.7,17.84,17.84,-0.0089286307443014,1.806624310925997,0.7285936772256606,-9.352294353991223,0.016490308655034796,3.6887720165294944,1.9929358705504219
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,20.0,P,1.85,1.85,1.85,1.85,2,6581,1.8,36213,1.9,17.84,17.84,-0.1142891464021276,,,,,,
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,32.5,C,2.8,2.8,2.8,2.8,1,18277,2.7,451,2.8,17.75,17.75,-0.6048545734142671,1.3762433380505574,0.41848808624663353,-8.324410547186009,0.025634513756541643,4.32426706971004,1.7105785855498818
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,30.0,C,3.26,3.26,3.25,3.25,2400,42788,3.1,37918,3.3,17.75,17.75,-0.5248118657407306,1.4019906817734642,0.4623405766913946,-8.645093136771457,0.02558751256888482,4.397090364067104,1.8279547777179828
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,20.0,P,1.9,1.9,1.9,1.9,22,1982,1.85,3971,1.9,17.75,17.75,-0.1193467576325662,,,,,,
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,28.0,C,3.7,3.7,3.7,3.7,1000,44509,3.5,35086,3.7,17.75,17.75,-0.4558189942537792,1.4293081039591886,0.5006116613091819,-8.870469062671754,0.025210856586989065,4.4167788319839625,1.9161230724057756
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,27.0,C,3.9,3.9,3.9,3.9,20,17180,3.8,1911,3.9,17.75,17.75,-0.4194513500829042,1.4349384262453264,0.5182116111639528,-8.91031417211874,0.02508579536704843,4.412181158460266,1.9575422663227529
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,25.0,C,4.5,4.5,4.5,4.5,10,10,4.4,35285,4.5,17.75,17.75,-0.342490308946776,1.484076396342184,0.5625495537348884,-9.121139195806153,0.02398145053858197,4.362384090226723,2.026300315311208
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,60.0,C,0.8,0.8,0.75,0.75,6,20680,0.75,40028,0.85,17.75,17.75,-1.217959046300676,1.325088676754956,0.16156716642361857,-4.919093194565228,0.01669114008353305,2.7109601869099387,0.7651144033623271
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,15.0,C,9.8,9.8,9.7,9.7,2,7954,9.6,292,9.8,17.75,17.75,0.1683353148192147,2.2120904676865942,0.8037846222716629,-9.362298628968594,0.011300307287431456,3.0639758108693598,1.648816372439995
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,20.0,C,6.4,6.4,6.4,6.4,2,3672,6.3,40061,6.5,17.75,17.75,-0.1193467576325662,1.6566639651773485,0.6768921050323753,-9.282837751922878,0.019576076051596843,3.9751384938295278,2.073331309841162
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,17.0,C,8.2,8.2,8.2,8.2,1,5832,8.1,27843,8.3,17.75,17.75,0.0431721718652087,1.9091030959390085,0.7523349024347747,-9.340873447386237,0.014959839241667253,3.500648482271384,1.9026298952214515
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,18.0,C,7.7,7.7,7.6,7.6,7,26562,7.4,12167,7.6,17.75,17.75,-0.0139862419747398,1.8501527135357811,0.731282223676159,-9.453843221420149,0.016103578100794595,3.6519275715916395,1.9493928050047138
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,24.0,P,4.2,4.2,4.2,4.2,1,46002,4.1,37758,4.3,17.74,17.74,-0.3022318534665122,,,,,,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,26.0,C,4.2,4.2,4.2,4.2,2,2744,4.1,35431,4.2,17.74,17.74,-0.3822745611400486,1.4619311870675178,0.5407303498831464,-9.037785001421994,0.024533552065386745,4.391269319293593,1.9922120821802625
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,30.0,C,3.2,3.2,3.2,3.2,3,43804,3.1,38151,3.3,17.74,17.74,-0.5253754047807221,1.3892250756544435,0.45856214291094394,-8.559432769499605,0.025812785148204283,4.390461682949515,1.82369143148786
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,25.0,P,4.9,4.9,4.9,4.9,1,41821,4.8,37023,5.0,17.74,17.74,-0.3430538479867674,,,,,,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,18.0,C,7.6,7.6,7.6,7.6,7,28075,7.4,25212,7.6,17.74,17.74,-0.0145497810147312,1.8254708725188176,0.7287510107919581,-9.380422248869486,0.016407312806092703,3.667035181586609,1.9670578748921523
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,25.0,C,4.4,4.4,4.38,4.4,14,42514,4.3,35036,4.5,17.74,17.74,-0.3430538479867674,1.4625523832183656,0.5578860146190457,-9.01226179839093,0.02439176129731766,4.367745269849086,2.0306576424400262
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,20.0,C,6.5,6.5,6.5,6.5,50,9539,6.3,39754,6.5,17.74,17.74,-0.1199102966725576,1.6829397692686394,0.6799586082695868,-9.370578169300057,0.01920500327626194,3.957178764035,2.0539573328649605
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,27.0,P,6.3,6.3,6.3,6.3,6,4156,6.3,31759,6.4,17.74,17.74,-0.4200148891228957,,,,,,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,32.5,P,10.8,10.8,10.8,10.8,6,1127,10.7,29388,10.8,17.74,17.74,-0.6054181124542586,,,,,,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,26.0,P,5.7,5.7,5.7,5.7,1,41582,5.5,34991,5.7,17.74,17.74,-0.3822745611400486,,,,,,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,70.0,C,0.53,0.53,0.53,0.53,17,27493,0.5,22,0.55,17.74,17.74,-1.3726732651679256,1.3114252781745748,0.11584035587193792,-3.8617086745587033,0.013445692595491953,2.1588846547873954,0.5644464559800524
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,20.0,C,6.38,6.38,6.38,6.38,10,9174,6.3,39525,6.5,17.76,17.76,-0.1187835359899668,1.65013182678932,0.6762749887762333,-9.26316725458503,0.019657970720569403,3.980510074918673,2.0791773545901666
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,28.0,C,3.64,3.64,3.64,3.64,20,4980,3.6,34188,3.7,17.76,17.76,-0.4552557726111798,1.4146233335181495,0.49719966835502216,-8.792107054266856,0.025457622821252628,4.419163479042105,1.91779490914566
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,42.5,C,1.64,1.64,1.64,1.64,2,26055,1.6,6617,1.7,17.76,17.76,-0.8725553383663471,1.3287893351897304,0.2856176618064572,-6.930729034390911,0.023088275495918346,3.764688371389195,1.2693528936340348
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,60.0,C,0.77,0.77,0.77,0.77,2,20575,0.75,35,0.8,17.76,17.76,-1.2173958246580765,1.3125844048252355,0.15754513353716604,-4.797414300723629,0.01656506831377279,2.6680985942707234,0.7504164886526203
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,15.0,C,9.8,9.8,9.8,9.8,4,1789,9.7,27731,9.9,17.76,17.76,0.168898536461814,2.209586971203787,0.8037334879742891,-9.359757598209558,0.011308527164035416,3.0661863704669394,1.6514484420485327
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,17.0,C,8.3,8.3,8.3,8.3,1,24769,8.1,9301,8.3,17.76,17.76,0.0437353935078081,1.934839280513496,0.7546508012023196,-9.410337768947112,0.014678467831890743,3.485034036184858,1.8836548130229789
