underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol,delta,theta,gamma,vega,rho
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,20.0,C,5.2,5.2,5.2,5.2,36,641,5.2,27497,5.3,17.84,17.84,-0.1142891464021276,1.744630761218203,0.6297647362735457,-13.00589460350061,0.024996828409158376,3.270270837123723,1.3773260516073358
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,21.0,C,4.7,4.7,4.7,4.7,10,26926,4.7,38764,4.9,17.84,17.84,-0.1630793105715596,1.6790137132394534,0.599416318060648,-12.817245432943507,0.026581919441874064,3.346847064914482,1.3679418307979692
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,26.0,C,3.22,3.22,3.2,3.2,6,2377,3.2,35441,3.3,17.84,17.84,-0.3766534108696188,1.582927086833131,0.4765180854400737,-12.37097934603048,0.029053491019788803,3.4486928893082767,1.2055393504354677
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,60.0,C,0.59,0.59,0.59,0.59,700,28519,0.55,3071,0.6,17.84,17.84,-1.2129014350702374,1.584395951380896,0.126006167625616,-6.274210545823964,0.01508783247120362,1.7926102033217461,0.3786920496434519
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,19.0,P,1.3,1.3,1.3,1.3,134,22650,1.25,40176,1.35,17.84,17.84,-0.0629958520145771,0.1697028726731904,-0.6117693380998531,0.6158121722222882,0.26074572606337854,3.31819327946064,-2.7758551497726804
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,29.0,C,2.55,2.6,2.55,2.6,3,10,2.6,44270,2.7,17.84,17.84,-0.4858527028346108,1.537436166819203,0.4092904120844838,-11.686209923065487,0.02918710467414317,3.364987038715141,1.084819602185439
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,37.5,C,1.57,1.65,1.57,1.65,16,19955,1.55,25744,1.65,17.84,17.84,-0.7428978058245018,1.53955963176411,0.28366574993274174,-10.10346052681558,0.025408106261920155,2.9333514455158185,0.7970504147941222
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,28.0,C,2.79,2.85,2.79,2.85,18,22829,2.75,10933,2.85,17.84,17.84,-0.4507613830233406,1.5614246250567323,0.43329450144663717,-12.022310168401562,0.02909130242781373,3.4062731903131773,1.127745498888085
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,23.0,C,4.07,4.07,4.05,4.05,12,9150,4.0,7504,4.1,17.84,17.84,-0.2540510887772864,1.643475323457952,0.5500587055065029,-12.80869670948955,0.027810718715328708,3.427446519777823,1.3108497710533826
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,18.0,C,6.4,6.4,6.31,6.31,3,510,6.3,13166,6.4,17.84,17.84,-0.0089286307443014,1.929591003408304,0.6905629548744662,-13.381027822431163,0.02109664407898952,3.052628316244805,1.3508656420186433
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,40.0,C,1.5,1.5,1.4,1.42,234,5,1.4,21194,1.45,17.84,17.84,-0.807436326962073,1.586580159588526,0.2688315797000867,-10.110227204412192,0.024013682413854275,2.8570383413250497,0.7526060579712683
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,70.0,C,0.4,0.4,0.4,0.4,2000,49052,0.35,483,0.4,17.84,17.84,-1.3670521148974957,1.590476400484167,0.09047732528887215,-4.945851208812351,0.011837020469934874,1.4117731401980558,0.27734492712218467
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,24.0,C,3.8,3.8,3.8,3.8,3,8289,3.7,15643,3.8,17.84,17.84,-0.2966107031960823,1.631587789075614,0.5267874302724648,-12.767962160515365,0.028172245943945493,3.4468882562844683,1.2777578054389782
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,27.0,P,6.6,6.6,6.6,6.6,1,7278,6.5,34290,6.6,17.84,17.84,-0.4143937388524658,,,,,,
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,65.0,C,0.5,0.5,0.5,0.5,700,27566,0.45,5068,0.5,17.84,17.84,-1.2929441427437738,1.5982429093636632,0.10896815648612024,-5.700524095626474,0.01349460102423009,1.617328062543052,0.32983493908817757
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,17.0,C,6.99,7.01,6.99,7.01,7,28748,6.9,19077,7.1,17.84,17.84,0.0482297830956471,2.017195341011269,0.7176310973475541,-13.394372238895885,0.01934931503499822,2.9269064311895483,1.3263713250461482
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,17.0,P,0.57,0.59,0.57,0.57,18,1470,0.55,42383,0.6,17.84,17.84,0.0482297830956471,0.2835070103726238,-0.24748302305781755,-0.9084746872635518,0.12874202482941283,2.737029161008763,-1.1316324477578021
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,42.5,C,1.26,1.26,1.26,1.26,12,24504,1.2,38979,1.3,17.84,17.84,-0.8680609487785078,1.562411684866569,0.23648826854470584,-9.294664295221505,0.02279203842134045,2.6703853297839033,0.6756999074884935
^VIX,2021-04-26 10:00:00,VIX,2021-07-21,11.0,C,12.4,12.4,12.4,12.4,1,220,12.4,4433,12.6,17.84,17.84,0.4835478543534928,3.492251495457068,0.8757893483874346,-13.632156037682487,0.006776914831731674,1.7747321899852622,0.7355528982323698
