underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol,delta,theta,gamma,vega,rho
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,55.0,C,0.2,0.2,0.2,0.2,3,46217,0.15,3,0.2,17.84,17.84,-1.1258900580806075,2.362472557557454,0.05640899063006562,-9.649779852516115,0.010726510027578759,0.508217817931164,0.05037732863738156
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,37.5,C,0.5,0.5,0.47,0.47,4,5494,0.45,16757,0.5,17.84,17.84,-0.7428978058245018,2.121689798156522,0.13341909787583006,-16.52376009801628,0.02266672298777513,0.9644845983649565,0.1174669657649405
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,27.0,C,1.0,1.0,1.0,1.0,1,18294,0.95,1,1.0,17.84,17.84,-0.4143937388524658,1.8328749015784216,0.25798667082011445,-21.590063907427556,0.03935890371712775,1.4467733129647395,0.2250652808378086
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,20.0,C,2.15,2.25,2.15,2.2,429,31446,2.15,21102,2.25,17.84,17.84,-0.1142891464021276,1.6523508308531574,0.4821336311406841,-24.383485869478363,0.05385917004342917,1.7847878119576501,0.40303069706641165
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,50.0,C,0.25,0.25,0.25,0.25,23,47866,0.2,27246,0.3,17.84,17.84,-1.0305798782762827,2.30245719361682,0.06979190239176743,-11.111782923126901,0.012991919714327447,0.5999147838053376,0.0621697176095115
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,17.0,C,3.61,3.69,3.6,3.6,20,7577,3.6,1984,3.7,17.84,17.84,0.0482297830956471,1.8305001653321755,0.639000917550161,-25.544855069683443,0.04568147417149838,1.6770057609382985,0.4866371996179349
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,28.0,C,0.9,0.95,0.9,0.9,1033,32596,0.85,18431,0.95,17.84,17.84,-0.4507613830233406,1.8485599894632831,0.23622291980287247,-20.748690745311336,0.03722733750707815,1.3801306384009,0.2070566454443742
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,47.5,C,0.3,0.3,0.3,0.3,61,24644,0.25,4390,0.3,17.84,17.84,-0.979286583888732,2.2972880233747346,0.08180692167575448,-12.519035021745326,0.014696273869080212,0.677091491934828,0.0724372961937875
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,19.0,P,1.4,1.4,1.3,1.3,140,32001,1.25,28870,1.35,17.84,17.84,-0.0629958520145771,0.3705159071546062,-0.7007898954892408,-2.454432548478537,0.2092943219449361,1.555209770363534,-0.8682635427661036
^VIX,2021-04-26 10:00:00,VIX,2021-05-19,45.0,C,0.32,0.32,0.32,0.32,10,3442,0.3,26059,0.35,17.84,17.84,-0.9252193626184564,2.234363630568262,0.08820825272124144,-12.892761846550282,0.015988037522482772,0.7164298692699315,0.07832262611511633
