underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask
^VIX,2021-04-26 15:00:00,VIX,2021-10-20,21.0,C,6.21,6.21,6.21,6.21,1,1163,6.1,29049,6.3,17.69,17.69
^VIX,2021-04-26 16:15:00,VIX,2021-10-20,21.0,P,2.45,2.45,2.45,2.45,40,149,2.4,1295,2.5,17.64,17.64
^VIX,2021-04-26 15:00:00,VIX,2021-10-20,23.0,C,5.4,5.4,5.4,5.4,4,34327,5.2,4083,5.4,17.69,17.69
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,24.0,C,5.05,5.05,5.05,5.05,1,31346,5.0,29962,5.2,17.84,17.84
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,24.0,C,5.0,5.0,5.0,5.0,1,31854,4.9,28398,5.1,17.75,17.75
^VIX,2021-04-26 16:15:00,VIX,2021-10-20,24.0,C,5.0,5.0,5.0,5.0,1,15597,4.8,1423,5.0,17.64,17.64
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,24.0,P,4.2,4.2,4.2,4.2,35,35823,4.1,30008,4.3,17.84,17.84
^VIX,2021-04-26 16:00:00,VIX,2021-10-20,24.0,P,4.2,4.2,4.2,4.2,1,36403,4.1,28187,4.3,17.72,17.72
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,25.0,C,4.8,4.8,4.8,4.8,25,35075,4.6,4366,4.8,17.84,17.84
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,25.0,C,4.71,4.71,4.71,4.71,1,24798,4.6,31708,4.8,17.75,17.75
^VIX,2021-04-26 11:00:00,VIX,2021-10-20,25.0,C,4.6,4.7,4.6,4.7,13,31633,4.6,30749,4.8,17.74,17.74
^VIX,2021-04-26 12:00:00,VIX,2021-10-20,25.0,C,4.7,4.7,4.7,4.7,2,34802,4.6,16751,4.8,17.79,17.79
^VIX,2021-04-26 12:30:00,VIX,2021-10-20,25.0,C,4.7,4.72,4.7,4.72,4,33563,4.6,10903,4.8,17.93,17.93
^VIX,2021-04-26 13:00:00,VIX,2021-10-20,25.0,C,4.6,4.7,4.6,4.7,30,33131,4.6,16131,4.8,17.93,17.93
^VIX,2021-04-26 14:00:00,VIX,2021-10-20,25.0,C,4.7,4.7,4.7,4.7,2,28360,4.6,30087,4.8,17.78,17.78
^VIX,2021-04-26 15:30:00,VIX,2021-10-20,25.0,C,4.6,4.6,4.6,4.6,1,34666,4.5,5771,4.7,17.72,17.72
^VIX,2021-04-26 16:00:00,VIX,2021-10-20,25.0,C,4.6,4.6,4.6,4.6,1,216,4.6,2725,4.7,17.72,17.72
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,25.0,P,4.8,4.9,4.8,4.89,5,32037,4.8,30430,5.0,17.84,17.84
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,25.0,P,4.8,4.8,4.8,4.8,6,1,4.9,14850,5.0,17.75,17.75
^VIX,2021-04-26 11:00:00,VIX,2021-10-20,25.0,P,4.9,4.9,4.9,4.9,3,35938,4.8,16567,5.0,17.74,17.74
^VIX,2021-04-26 12:30:00,VIX,2021-10-20,25.0,P,4.8,4.8,4.8,4.8,4,29941,4.8,28596,5.0,17.93,17.93
^VIX,2021-04-26 16:00:00,VIX,2021-10-20,25.0,P,4.8,4.8,4.8,4.8,1,31057,4.8,29627,5.0,17.72,17.72
^VIX,2021-04-26 16:15:00,VIX,2021-10-20,25.0,P,4.9,4.9,4.9,4.9,1,15355,4.8,1735,5.0,17.64,17.64
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,26.0,C,4.3,4.42,4.3,4.42,6,35954,4.3,4540,4.5,17.84,17.84
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,26.0,C,4.4,4.4,4.4,4.4,1,26998,4.3,29981,4.5,17.75,17.75
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,26.0,P,5.58,5.58,5.58,5.58,10,31701,5.5,30343,5.7,17.84,17.84
^VIX,2021-04-26 13:00:00,VIX,2021-10-20,26.0,P,5.5,5.5,5.5,5.5,9,29221,5.5,30052,5.7,17.93,17.93
^VIX,2021-04-26 16:00:00,VIX,2021-10-20,26.0,P,5.6,5.6,5.6,5.6,1,30905,5.5,29770,5.7,17.72,17.72
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,27.0,C,4.1,4.1,4.1,4.1,4,30576,4.1,30145,4.3,17.84,17.84
^VIX,2021-04-26 11:00:00,VIX,2021-10-20,27.0,C,4.1,4.1,4.1,4.1,5,35220,4.0,17419,4.2,17.74,17.74
^VIX,2021-04-26 11:30:00,VIX,2021-10-20,27.0,C,4.1,4.1,4.1,4.1,1,34852,4.0,16703,4.2,17.76,17.76
^VIX,2021-04-26 13:00:00,VIX,2021-10-20,27.0,C,4.1,4.1,4.1,4.1,2,2,4.1,12182,4.2,17.93,17.93
^VIX,2021-04-26 14:00:00,VIX,2021-10-20,27.0,C,4.1,4.1,4.1,4.1,2,35275,4.0,29118,4.2,17.78,17.78
^VIX,2021-04-26 14:30:00,VIX,2021-10-20,27.0,C,4.1,4.1,4.1,4.1,1,33533,4.0,27620,4.2,17.79,17.79
^VIX,2021-04-26 15:00:00,VIX,2021-10-20,27.0,C,4.1,4.1,4.1,4.1,1,25641,4.0,29933,4.2,17.69,17.69
^VIX,2021-04-26 16:00:00,VIX,2021-10-20,27.0,C,4.1,4.1,4.1,4.1,1,31764,4.0,29973,4.2,17.72,17.72
^VIX,2021-04-26 11:00:00,VIX,2021-10-20,27.0,P,6.3,6.3,6.3,6.3,25,35960,6.2,6848,6.4,17.74,17.74
^VIX,2021-04-26 12:00:00,VIX,2021-10-20,28.0,C,3.9,3.9,3.9,3.9,1,29517,3.8,29883,4.0,17.79,17.79
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,29.0,C,3.5,3.72,3.5,3.72,4,33393,3.6,30131,3.8,17.84,17.84
^VIX,2021-04-26 12:30:00,VIX,2021-10-20,29.0,C,3.6,3.6,3.6,3.6,1,35913,3.5,5910,3.7,17.93,17.93
^VIX,2021-04-26 12:30:00,VIX,2021-10-20,29.0,P,7.8,7.8,7.8,7.8,1,30187,7.7,14032,7.9,17.93,17.93
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,30.0,C,3.47,3.47,3.4,3.4,2,33403,3.3,29200,3.5,17.75,17.75
^VIX,2021-04-26 11:00:00,VIX,2021-10-20,30.0,C,3.42,3.42,3.42,3.42,5,34568,3.3,16965,3.5,17.74,17.74
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,30.0,P,8.6,8.61,8.6,8.61,5,7019,8.6,29676,8.8,17.75,17.75
^VIX,2021-04-26 13:00:00,VIX,2021-10-20,32.5,C,3.0,3.0,3.0,3.0,9,21956,2.9,597,3.0,17.93,17.93
^VIX,2021-04-26 13:30:00,VIX,2021-10-20,32.5,C,2.95,2.95,2.95,2.95,11,22034,2.9,645,3.0,17.96,17.96
^VIX,2021-04-26 14:30:00,VIX,2021-10-20,32.5,C,2.93,2.93,2.93,2.93,2,27849,2.85,20,2.95,17.79,17.79
^VIX,2021-04-26 11:00:00,VIX,2021-10-20,32.5,P,10.7,10.71,10.7,10.71,25,24768,10.6,31632,10.8,17.74,17.74
^VIX,2021-04-26 13:00:00,VIX,2021-10-20,32.5,P,10.6,10.6,10.6,10.6,9,28818,10.5,17281,10.7,17.93,17.93
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,35.0,C,2.65,2.65,2.65,2.65,384,27646,2.55,18202,2.7,17.84,17.84
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,35.0,C,2.57,2.57,2.57,2.57,1,25563,2.5,232,2.6,17.75,17.75
^VIX,2021-04-26 13:00:00,VIX,2021-10-20,35.0,C,2.59,2.59,2.59,2.59,1,26728,2.5,15053,2.65,17.93,17.93
^VIX,2021-04-26 16:00:00,VIX,2021-10-20,35.0,C,2.55,2.55,2.55,2.55,1,30633,2.45,9092,2.6,17.72,17.72
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,35.0,P,12.9,12.9,12.9,12.9,1,29283,12.6,15525,12.8,17.84,17.84
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,35.0,P,12.7,12.7,12.7,12.7,1,27263,12.7,29725,12.9,17.75,17.75
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,37.5,C,2.32,2.32,2.32,2.32,3,25369,2.25,5519,2.35,17.84,17.84
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,37.5,C,2.35,2.35,2.35,2.35,1,23007,2.2,9623,2.3,17.75,17.75
^VIX,2021-04-26 12:30:00,VIX,2021-10-20,37.5,C,2.25,2.25,2.25,2.25,1,26349,2.2,4803,2.3,17.93,17.93
^VIX,2021-04-26 12:30:00,VIX,2021-10-20,37.5,P,14.9,14.9,14.9,14.9,1,25960,14.8,11651,15.0,17.93,17.93
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,40.0,C,2.05,2.05,2.0,2.0,11,33926,1.95,29908,2.1,17.84,17.84
^VIX,2021-04-26 12:30:00,VIX,2021-10-20,40.0,C,1.97,1.97,1.97,1.97,1,34095,1.9,12080,2.05,17.93,17.93
^VIX,2021-04-26 15:30:00,VIX,2021-10-20,40.0,C,1.92,1.92,1.92,1.92,10,19326,1.9,5142,2.0,17.72,17.72
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,45.0,C,1.65,1.65,1.65,1.65,2,30929,1.55,7645,1.65,17.84,17.84
^VIX,2021-04-26 16:15:00,VIX,2021-10-20,45.0,C,1.5,1.5,1.5,1.5,1,2615,1.45,154,1.55,17.64,17.64
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,45.0,P,21.6,21.6,21.6,21.6,1,3863,21.6,29147,21.8,17.84,17.84
^VIX,2021-04-26 10:00:00,VIX,2021-10-20,47.5,P,24.0,24.0,24.0,24.0,1,25958,23.9,28320,24.1,17.84,17.84
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,50.0,C,1.25,1.25,1.25,1.25,1,8078,1.2,29197,1.3,17.75,17.75
^VIX,2021-04-26 10:30:00,VIX,2021-10-20,60.0,C,0.85,0.85,0.85,0.85,1,35324,0.75,31361,0.9,17.75,17.75
^VIX,2021-04-26 14:30:00,VIX,2021-10-20,100.0,C,0.2,0.2,0.2,0.2,1,7978,0.15,34040,0.25,17.79,17.79
