underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,10.0,C,8.25,8.25,8.25,8.25,5,16,8.19,16,8.51,17.84,17.84
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,10.0,C,8.21,8.21,8.21,8.21,5,10,8.0,10,8.3,17.72,17.72
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,15.0,C,3.34,3.34,3.34,3.34,10,18,3.2,16,3.52,17.84,17.84
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,15.0,C,3.2,3.2,3.2,3.2,2,14,3.02,14,3.33,17.75,17.75
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,15.0,P,0.02,0.02,0.02,0.02,7,0,0.0,75,0.04,17.76,17.76
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,15.0,P,0.02,0.02,0.02,0.02,5,0,0.0,57,0.04,17.72,17.72
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,16.0,C,2.3,2.3,2.3,2.3,5,14,2.21,14,2.51,17.93,17.93
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,16.0,C,2.25,2.25,2.25,2.25,3,14,2.21,14,2.51,17.93,17.93
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,16.0,C,2.4,2.4,2.35,2.35,5,13,2.1,13,2.39,17.78,17.78
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,16.0,C,2.36,2.36,2.19,2.19,36,13,2.04,13,2.33,17.69,17.69
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,16.0,C,2.14,2.14,2.14,2.14,3,13,2.18,13,2.48,17.72,17.72
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,16.0,C,2.24,2.27,2.24,2.27,6,7,2.05,7,2.36,17.64,17.64
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,16.0,P,0.05,0.05,0.03,0.03,23,0,0.0,246,0.05,17.84,17.84
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,16.0,P,0.02,0.02,0.02,0.02,3,0,0.0,12,0.03,17.93,17.93
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,16.0,P,0.02,0.03,0.02,0.03,10,0,0.0,1941,0.05,17.78,17.78
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,16.0,P,0.03,0.03,0.03,0.03,3,0,0.0,812,0.05,17.72,17.72
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,17.0,C,1.56,1.56,1.43,1.43,3,16,1.34,20,1.63,17.84,17.84
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,17.0,C,1.38,1.38,1.26,1.26,51,14,1.15,14,1.43,17.75,17.75
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,17.0,C,1.45,1.45,1.45,1.45,1,1,1.4,14,1.62,17.96,17.96
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,17.0,C,1.4,1.4,1.4,1.4,1,904,1.24,13,1.48,17.78,17.78
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,17.0,C,1.45,1.45,1.1,1.1,33,13,1.13,13,1.39,17.69,17.69
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,17.0,C,1.21,1.21,1.15,1.15,2,13,1.26,1,1.47,17.72,17.72
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,17.0,C,1.47,1.47,1.4,1.4,7,1,1.25,10,1.41,17.72,17.72
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,17.0,C,1.25,1.25,1.2,1.2,2,1,1.2,7,1.43,17.64,17.64
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,17.0,P,0.18,0.19,0.12,0.12,12,789,0.09,44,0.19,17.84,17.84
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,17.0,P,0.15,0.17,0.1,0.1,19,38,0.1,21,0.18,17.75,17.75
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,17.0,P,0.1,0.1,0.1,0.1,1,36,0.07,18,0.18,17.74,17.74
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,17.0,P,0.13,0.13,0.1,0.1,11,1428,0.05,17,0.15,17.76,17.76
^VIX,2021-04-26 12:00:00,VIXW,2021-04-28,17.0,P,0.11,0.11,0.11,0.11,2,615,0.1,3,0.11,17.79,17.79
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,17.0,P,0.07,0.08,0.07,0.08,5,95,0.08,20,0.13,17.93,17.93
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,17.0,P,0.1,0.1,0.1,0.1,25,25,0.1,36,0.14,17.93,17.93
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,17.0,P,0.1,0.1,0.1,0.1,30,47,0.1,3,0.11,17.96,17.96
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,17.0,P,0.1,0.15,0.1,0.11,766,39,0.1,417,0.15,17.78,17.78
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,17.0,P,0.1,0.1,0.1,0.1,10,29,0.1,19,0.14,17.79,17.79
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,17.0,P,0.14,0.15,0.1,0.1,23,11,0.1,18,0.13,17.72,17.72
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,17.0,P,0.1,0.15,0.1,0.12,100,362,0.07,700,0.12,17.72,17.72
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,17.0,P,0.12,0.12,0.12,0.12,134,197,0.07,566,0.12,17.64,17.64
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,18.0,C,0.86,0.95,0.75,0.84,30,16,0.73,911,0.95,17.84,17.84
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,18.0,C,0.74,0.74,0.67,0.7,58,10,0.65,48,0.8,17.75,17.75
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,18.0,C,0.8,0.8,0.73,0.75,14,10,0.7,28,0.82,17.74,17.74
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,18.0,C,0.7,0.7,0.65,0.65,30,10,0.67,11,0.76,17.76,17.76
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,18.0,C,0.7,0.85,0.7,0.72,42,14,0.69,28,0.89,17.93,17.93
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,18.0,C,0.75,0.75,0.74,0.74,2,14,0.7,28,0.91,17.93,17.93
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,18.0,C,0.69,0.95,0.69,0.72,62,14,0.72,14,0.93,17.96,17.96
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,18.0,C,0.8,1.45,0.65,0.65,105,2,0.65,13,0.84,17.78,17.78
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,18.0,C,0.65,0.65,0.6,0.6,105,652,0.6,26,0.81,17.79,17.79
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,18.0,C,0.71,0.71,0.7,0.71,13,13,0.56,52,0.71,17.69,17.69
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,18.0,C,0.71,0.71,0.59,0.62,6,13,0.63,23,0.71,17.72,17.72
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,18.0,C,0.71,0.84,0.68,0.68,36,10,0.57,20,0.78,17.72,17.72
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,18.0,C,0.6,0.72,0.6,0.72,31,7,0.56,7,0.77,17.64,17.64
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,18.0,P,0.54,0.54,0.45,0.5,28,789,0.42,32,0.59,17.84,17.84
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,18.0,P,0.51,0.56,0.5,0.5,23,1032,0.45,10,0.6,17.75,17.75
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,18.0,P,0.5,0.5,0.5,0.5,5,793,0.45,11,0.6,17.74,17.74
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,18.0,P,0.56,0.56,0.56,0.56,1,28,0.41,28,0.59,17.76,17.76
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,18.0,P,0.46,0.46,0.45,0.45,105,410,0.4,28,0.52,17.93,17.93
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,18.0,P,0.4,0.46,0.4,0.46,26,385,0.4,28,0.54,17.93,17.93
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,18.0,P,0.42,0.42,0.4,0.4,7,379,0.4,377,0.5,17.96,17.96
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,18.0,P,0.42,0.42,0.42,0.42,10,13,0.42,348,0.55,17.78,17.78
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,18.0,P,0.51,0.51,0.51,0.51,1,379,0.4,352,0.5,17.72,17.72
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,18.0,P,0.42,0.42,0.4,0.4,120,10,0.44,10,0.55,17.72,17.72
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,18.0,P,0.45,0.45,0.45,0.45,11,7,0.38,10,0.55,17.64,17.64
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,19.0,C,0.46,0.5,0.42,0.42,44,18,0.4,12,0.5,17.84,17.84
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,19.0,C,0.37,0.42,0.37,0.38,35,1288,0.3,19,0.42,17.75,17.75
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,19.0,C,0.36,0.4,0.36,0.4,46,16,0.33,19,0.42,17.74,17.74
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,19.0,C,0.32,0.32,0.32,0.32,2,14,0.32,19,0.42,17.76,17.76
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,19.0,C,0.35,0.42,0.35,0.42,31,16,0.36,12,0.5,17.93,17.93
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,19.0,C,0.5,0.5,0.45,0.45,2,16,0.38,11,0.5,17.96,17.96
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,19.0,C,0.31,0.37,0.31,0.37,21,847,0.3,216,0.45,17.79,17.79
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,19.0,C,0.35,0.35,0.35,0.35,10,16,0.28,32,0.42,17.69,17.69
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,19.0,C,0.45,0.45,0.32,0.4,15,2,0.36,24,0.43,17.72,17.72
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,19.0,C,0.36,0.36,0.36,0.36,2,8,0.26,8,0.41,17.64,17.64
^VIX,2021-04-26 10:00:00,VIXW,2021-04-28,19.0,P,1.15,1.15,1.15,1.15,50,22,1.02,16,1.25,17.84,17.84
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,19.0,P,1.27,1.27,1.27,1.27,50,15,1.08,14,1.32,17.75,17.75
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,19.0,P,1.2,1.2,1.2,1.2,5,14,1.11,14,1.34,17.74,17.74
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,19.0,P,1.12,1.12,1.12,1.12,51,14,0.97,202,1.2,17.93,17.93
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,19.0,P,1.1,1.1,1.1,1.1,1,13,1.06,10,1.18,17.78,17.78
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,19.0,P,1.15,1.15,1.15,1.15,10,13,1.06,10,1.2,17.69,17.69
