underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol
^VIX,2021-04-26 12:00:00,VIXW,2021-05-05,19.0,C,1.2,1.2,1.2,1.2,60,34,1.18,34,1.37,17.79,17.79,-0.06580247748869668,1.5104012577627437
^VIX,2021-04-26 12:00:00,VIXW,2021-05-05,24.0,P,5.47,5.47,5.47,5.47,3,34,5.24,17,5.5,17.79,17.79,-0.2994173286702019,
^VIX,2021-04-26 12:00:00,VIXW,2021-05-05,20.0,C,0.95,1.0,0.95,1.0,20,12,0.95,10,1.0,17.79,17.79,-0.11709577187624727,1.5655380713508855
^VIX,2021-04-26 12:00:00,VIXW,2021-05-05,23.0,C,0.54,0.54,0.54,0.54,2,22,0.5,20,0.57,17.79,17.79,-0.25685771425140597,1.7722991578196405
^VIX,2021-04-26 12:00:00,VIXW,2021-05-05,19.0,P,1.29,1.29,1.29,1.29,1,36,1.16,17,1.32,17.79,17.79,-0.06580247748869668,0.3976242364303297
^VIX,2021-04-26 12:00:00,VIXW,2021-05-05,16.0,P,0.08,0.08,0.08,0.08,1,949,0.05,55,0.13,17.79,17.79,0.1060477794379625,0.5571857803859369
^VIX,2021-04-26 12:00:00,VIXW,2021-05-05,18.0,P,0.68,0.68,0.68,0.68,2,1336,0.6,17,0.72,17.79,17.79,-0.011735256218420965,0.5110954488314474
^VIX,2021-04-26 12:30:00,VIXW,2021-05-05,20.0,P,1.98,1.98,1.98,1.98,3,34,1.76,40,2.09,17.93,17.93,-0.10925698593694952,
^VIX,2021-04-26 12:30:00,VIXW,2021-05-05,18.0,C,1.75,1.83,1.65,1.65,5,1,1.7,15,1.85,17.93,17.93,-0.003896470279123235,1.5872964778828984
^VIX,2021-04-26 12:30:00,VIXW,2021-05-05,18.0,P,0.65,0.65,0.65,0.65,1,34,0.52,17,0.67,17.93,17.93,-0.003896470279123235,0.54931435567553
^VIX,2021-04-26 12:30:00,VIXW,2021-05-05,16.0,P,0.03,0.03,0.03,0.03,3,48,0.03,633,0.1,17.93,17.93,0.11388656537726026,0.46114901829448024
^VIX,2021-04-26 12:30:00,VIXW,2021-05-05,20.0,C,1.0,1.02,1.0,1.02,22,9,1.02,57,1.1,17.93,17.93,-0.10925698593694952,1.5640509576422736
^VIX,2021-04-26 12:30:00,VIXW,2021-05-05,19.0,C,1.26,1.26,1.25,1.25,204,17,1.22,34,1.41,17.93,17.93,-0.05796369154939895,1.5084568258105178
^VIX,2021-04-26 12:30:00,VIXW,2021-05-05,24.0,C,0.41,0.41,0.41,0.41,4,34,0.41,40,0.49,17.93,17.93,-0.2915785427309041,1.7353491937682095
^VIX,2021-04-26 13:00:00,VIXW,2021-05-05,18.0,C,1.75,1.75,1.69,1.69,15,17,1.64,15,1.85,17.93,17.93,-0.003896470279123235,1.5872964778828984
^VIX,2021-04-26 13:00:00,VIXW,2021-05-05,18.0,P,0.61,0.61,0.61,0.61,1,34,0.51,17,0.66,17.93,17.93,-0.003896470279123235,0.5137024326831665
^VIX,2021-04-26 13:00:00,VIXW,2021-05-05,19.0,C,1.29,1.29,1.23,1.23,11,16,1.23,34,1.42,17.93,17.93,-0.05796369154939895,1.5353635637791336
^VIX,2021-04-26 13:00:00,VIXW,2021-05-05,20.0,C,1.05,1.08,1.02,1.02,15,1,0.95,95,1.1,17.93,17.93,-0.10925698593694952,1.6107892443332592
^VIX,2021-04-26 13:30:00,VIXW,2021-05-05,16.0,C,2.98,2.98,2.98,2.98,2,17,3.1,17,3.39,17.96,17.96,0.11555834063427235,1.7293824096771127
^VIX,2021-04-26 13:30:00,VIXW,2021-05-05,17.0,P,0.25,0.25,0.25,0.25,1,15,0.2,20,0.27,17.96,17.96,0.05493371881783761,0.5633625801172791
^VIX,2021-04-26 13:30:00,VIXW,2021-05-05,35.0,C,0.13,0.13,0.13,0.13,1,13,0.12,1132,0.15,17.96,17.96,-0.6672009986153602,2.3564240329258737
^VIX,2021-04-26 13:30:00,VIXW,2021-05-05,25.0,C,0.35,0.42,0.35,0.42,10,26,0.32,21,0.42,17.96,17.96,-0.33072876199414714,1.7914377782874027
^VIX,2021-04-26 13:30:00,VIXW,2021-05-05,21.0,P,2.63,2.63,2.63,2.63,1,17,2.51,17,2.74,17.96,17.96,-0.15637537484936945,
^VIX,2021-04-26 13:30:00,VIXW,2021-05-05,22.0,C,0.66,0.74,0.63,0.63,7,81,0.59,19,0.71,17.96,17.96,-0.20289539048426225,1.6761174318508607
^VIX,2021-04-26 13:30:00,VIXW,2021-05-05,19.0,C,1.28,1.4,1.21,1.3,8,17,1.23,17,1.42,17.96,17.96,-0.056291916292386834,1.5142257058166175
^VIX,2021-04-26 14:00:00,VIXW,2021-05-05,20.0,C,1.02,1.02,1.02,1.02,1,7,1.0,11,1.05,17.78,17.78,-0.11765804346823246,1.6355944963226954
^VIX,2021-04-26 14:00:00,VIXW,2021-05-05,19.0,C,1.31,1.31,1.31,1.31,3,14,1.16,17,1.33,17.78,17.78,-0.06636474908068185,1.614193380886003
^VIX,2021-04-26 14:00:00,VIXW,2021-05-05,17.0,C,2.41,2.41,2.41,2.41,3,14,2.16,14,2.42,17.78,17.78,0.044860886029542454,1.8356410508302203
^VIX,2021-04-26 14:00:00,VIXW,2021-05-05,18.0,P,0.62,0.62,0.62,0.62,1,1301,0.55,14,0.69,17.78,17.78,-0.012297527810406083,0.4519370296262546
^VIX,2021-04-26 14:00:00,VIXW,2021-05-05,35.0,C,0.12,0.12,0.12,0.12,13,20,0.1,1454,0.15,17.78,17.78,-0.6772738314036552,2.3538761136502155
^VIX,2021-04-26 14:00:00,VIXW,2021-05-05,25.0,C,0.35,0.35,0.35,0.35,2,26,0.32,55,0.4,17.78,17.78,-0.34080159478244215,1.832707183162789
^VIX,2021-04-26 14:00:00,VIXW,2021-05-05,20.0,P,1.93,1.93,1.93,1.93,1,14,1.81,14,2.02,17.78,17.78,-0.11765804346823246,
^VIX,2021-04-26 14:00:00,VIXW,2021-05-05,24.0,P,5.35,5.35,5.35,5.35,1,28,5.22,14,5.48,17.78,17.78,-0.29997960026218706,
^VIX,2021-04-26 14:30:00,VIXW,2021-05-05,17.0,C,2.48,2.48,2.48,2.48,2,14,2.18,12,2.45,17.79,17.79,0.04542315762152762,1.8955874938727457
^VIX,2021-04-26 14:30:00,VIXW,2021-05-05,40.0,C,0.07,0.07,0.07,0.07,22,25,0.06,1545,0.1,17.79,17.79,-0.8102429524361926,2.480020020671533
^VIX,2021-04-26 14:30:00,VIXW,2021-05-05,16.0,C,3.15,3.15,3.15,3.15,1,14,3.01,14,3.3,17.79,17.79,0.1060477794379625,2.0258488323963193
^VIX,2021-04-26 14:30:00,VIXW,2021-05-05,20.0,C,1.0,1.0,1.0,1.0,7,1,0.95,48,1.05,17.79,17.79,-0.11709577187624727,1.613120914340919
^VIX,2021-04-26 14:30:00,VIXW,2021-05-05,23.0,C,0.48,0.48,0.48,0.48,5,17,0.46,32,0.56,17.79,17.79,-0.25685771425140597,1.6978394955256428
^VIX,2021-04-26 15:00:00,VIXW,2021-05-05,16.0,C,3.17,3.17,3.04,3.04,36,14,2.92,93,3.2,17.69,17.69,0.10041078593191274,2.1152535351872515
^VIX,2021-04-26 15:00:00,VIXW,2021-05-05,20.0,C,0.95,0.95,0.95,0.95,1,1,0.9,30,1.01,17.69,17.69,-0.12273276538229701,1.600124716577841
^VIX,2021-04-26 15:00:00,VIXW,2021-05-05,22.0,C,0.64,0.64,0.59,0.59,21,34,0.51,51,0.65,17.69,17.69,-0.21804294518662182,1.730916431403635
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,16.0,C,2.99,2.99,2.99,2.99,3,14,3.09,560,3.3,17.72,17.72,0.10210522293715359,1.9123908168380428
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,18.0,P,0.62,0.62,0.62,0.62,100,1524,0.55,14,0.65,17.72,17.72,-0.015677812719229904,0.4210078402707513
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,15.0,P,0.03,0.03,0.03,0.03,200,0,0.0,1566,0.05,17.72,17.72,0.16664374407472485,0.6287313301851171
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,25.0,C,0.3,0.3,0.3,0.3,2,34,0.29,61,0.4,17.72,17.72,-0.3441818796912659,1.7666677057919844
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,18.0,C,1.6,1.69,1.6,1.69,8,14,1.63,929,1.85,17.72,17.72,-0.015677812719229904,1.55324595900411
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,40.0,C,0.06,0.06,0.06,0.06,25,35,0.05,1827,0.1,17.72,17.72,-0.8141855089370015,2.4351826582799565
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,17.0,P,0.24,0.28,0.24,0.28,201,15,0.22,215,0.28,17.72,17.72,0.041480601120718705,0.4832454535107044
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,19.0,P,1.19,1.19,1.19,1.19,100,774,1.15,14,1.22,17.72,17.72,-0.06974503398950563,
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,20.0,C,0.9,0.98,0.8,0.93,77,15,0.9,11,1.05,17.72,17.72,-0.12103832837705622,1.5415548346423582
^VIX,2021-04-26 15:30:00,VIXW,2021-05-05,16.0,P,0.09,0.09,0.09,0.09,1,44,0.03,333,0.1,17.72,17.72,0.10210522293715359,0.5617660057328683
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,29.0,C,0.2,0.2,0.2,0.2,2,55,0.15,1658,0.25,17.72,17.72,-0.49260188480953926,2.054219800905599
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,14.0,P,0.03,0.03,0.03,0.03,3,0,0.0,55,0.05,17.72,17.72,0.23563661556167617,0.8379321612546212
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,10.0,C,8.97,8.97,8.97,8.97,5,11,8.86,11,9.16,17.72,17.72,0.5721088521828891,4.806886344138964
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,13.0,C,6.35,6.35,6.35,6.35,1,11,5.86,11,6.16,17.72,17.72,0.30974458771539815,3.708969550207048
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,10.5,C,8.55,8.55,8.55,8.55,6,11,8.36,11,8.66,17.72,17.72,0.5233186880134572,4.64278989475542
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,35.0,C,0.1,0.1,0.1,0.1,20,16,0.07,1946,0.15,17.72,17.72,-0.6806541163124789,2.290594557705997
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,30.0,C,0.2,0.2,0.18,0.18,6,34,0.13,34,0.23,17.72,17.72,-0.5265034364852205,2.1563013592055054
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,18.0,P,0.62,0.62,0.62,0.62,1,11,0.57,1,0.66,17.72,17.72,-0.015677812719229904,0.4210078402707513
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,16.0,C,3.4,3.4,3.1,3.1,4,11,2.94,93,3.2,17.72,17.72,0.10210522293715359,2.325924568649815
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,19.0,C,1.25,1.33,1.25,1.33,45,11,1.14,451,1.3,17.72,17.72,-0.06974503398950563,1.583810248359636
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,60.0,P,41.08,41.08,41.08,41.08,10,10,40.84,10,41.14,17.72,17.72,-1.2196506170451658,
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,18.0,C,1.69,1.85,1.63,1.7,126,11,1.54,544,1.75,17.72,17.72,-0.015677812719229904,1.634488775606982
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,20.0,C,1.0,1.0,0.93,0.97,32,2,0.9,40,1.0,17.72,17.72,-0.12103832837705622,1.637631434483851
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,25.0,C,0.4,0.4,0.39,0.4,22,15,0.3,1368,0.4,17.72,17.72,-0.3441818796912659,1.9218651568564578
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,21.0,C,0.76,0.78,0.74,0.74,10,3,0.72,12,0.8,17.72,17.72,-0.16982849254648813,1.642039969220672
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,17.0,P,0.23,0.23,0.2,0.2,20,1531,0.2,199,0.28,17.72,17.72,0.041480601120718705,0.47249000860918156
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,22.0,C,0.6,0.6,0.6,0.6,20,12,0.54,24,0.68,17.72,17.72,-0.21634850818138102,1.6770973265147546
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,16.0,P,0.07,0.07,0.07,0.07,1,32,0.04,38,0.13,17.72,17.72,0.10210522293715359,0.522573138320234
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,23.0,C,0.5,0.5,0.5,0.5,1,1,0.48,14,0.55,17.72,17.72,-0.2608002707522149,1.7411850955785488
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,24.0,C,0.45,0.45,0.45,0.45,10,13,0.36,34,0.48,17.72,17.72,-0.3033598851710108,1.8413324202857098
^VIX,2021-04-26 16:00:00,VIXW,2021-05-05,65.0,P,46.09,46.09,46.09,46.09,5,10,45.84,10,46.14,17.72,17.72,-1.2996933247187024,
^VIX,2021-04-26 16:15:00,VIXW,2021-05-05,20.0,C,0.9,0.9,0.87,0.87,5,8,0.84,52,1.0,17.64,17.64,-0.12556322297534575,1.5688591762913326
^VIX,2021-04-26 16:15:00,VIXW,2021-05-05,19.0,C,1.32,1.32,1.32,1.32,1,8,1.11,8,1.31,17.64,17.64,-0.07426992858779524,1.679876518944155
^VIX,2021-04-26 16:15:00,VIXW,2021-05-05,16.0,C,3.14,3.14,3.13,3.13,6,5,3.0,8,3.19,17.64,17.64,0.09758032833886404,2.119234955317926
^VIX,2021-04-26 16:15:00,VIXW,2021-05-05,18.0,P,0.66,0.66,0.66,0.66,1,8,0.58,8,0.74,17.64,17.64,-0.020202707317519466,0.4141063480487465
