underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,60.0,C,0.72,0.72,0.72,0.72,5,32,0.7,644,0.8,17.84,17.84,-1.2129014350702374,0.9882829494941358
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,17.0,P,0.92,0.92,0.92,0.92,20,26,0.85,2434,1.0,17.84,17.84,0.048229783095647155,0.24413014243649006
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,20.0,C,6.39,6.43,6.39,6.43,2,16,6.3,365,6.5,17.84,17.84,-0.11428914640212766,1.257099105864994
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,21.0,C,5.94,5.94,5.94,5.94,2,350,5.8,366,6.0,17.84,17.84,-0.1630793105715596,1.2220490986231756
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,17.0,C,8.12,8.2,8.12,8.2,11,245,8.0,599,8.3,17.84,17.84,0.048229783095647155,1.4330637901748737
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,16.0,C,8.8,8.8,8.8,8.8,1,560,8.7,566,9.0,17.84,17.84,0.10885440491208208,1.5162157839284358
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,90.0,C,0.3,0.3,0.3,0.3,1,11191,0.15,5299,0.3,17.84,17.84,-1.6183665431784018,1.017986652733625
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,19.0,C,7.1,7.1,7.0,7.0,2,213,6.8,2040,7.1,17.84,17.84,-0.06299585201457714,1.341377853618239
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,35.0,C,2.44,2.44,2.42,2.42,10,604,2.3,559,2.5,17.84,17.84,-0.6739049343375504,1.038600212782379
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,50.0,C,1.15,1.15,1.15,1.15,20,1,1.1,695,1.2,17.84,17.84,-1.0305798782762827,1.0044184757598094
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,15.0,C,9.63,9.63,9.63,9.63,100,39,9.5,638,9.8,17.84,17.84,0.17339292604965326,1.6390723020980649
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,40.0,C,1.9,1.9,1.84,1.85,17,601,1.75,3131,1.95,17.84,17.84,-0.807436326962073,1.0283292644124287
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,13.0,C,11.39,11.39,11.39,11.39,5,324,11.2,286,11.5,17.84,17.84,0.3164937696903265,1.947375816341856
^VIX,2021-04-26 10:00:00,VIX,2021-12-22,30.0,C,3.24,3.27,3.24,3.27,2,4020,3.1,4844,3.4,17.84,17.84,-0.519754254510292,1.0646757120236174
^VIX,2021-04-26 10:30:00,VIX,2021-12-22,60.0,C,0.74,0.74,0.74,0.74,20,3682,0.65,1779,0.8,17.75,17.75,-1.217959046300676,0.9984973629306511
^VIX,2021-04-26 10:30:00,VIX,2021-12-22,24.0,C,4.8,4.8,4.8,4.8,1,4518,4.6,3407,4.9,17.75,17.75,-0.30166831442652076,1.1537562508638688
^VIX,2021-04-26 11:00:00,VIX,2021-12-22,24.0,C,4.8,4.8,4.8,4.8,1,3589,4.6,4320,4.9,17.74,17.74,-0.3022318534665122,1.1547473724253836
^VIX,2021-04-26 11:00:00,VIX,2021-12-22,25.0,C,4.5,4.5,4.5,4.5,1,2900,4.3,284,4.5,17.74,17.74,-0.34305384798676747,1.1388239339156643
^VIX,2021-04-26 11:00:00,VIX,2021-12-22,30.0,C,3.3,3.3,3.3,3.3,2,31,3.1,1815,3.3,17.74,17.74,-0.5253754047807221,1.0829450507615737
^VIX,2021-04-26 11:00:00,VIX,2021-12-22,70.0,C,0.52,0.52,0.52,0.52,17,2591,0.45,1130,0.55,17.74,17.74,-1.3726732651679256,1.0027845629549952
^VIX,2021-04-26 11:30:00,VIX,2021-12-22,65.0,C,0.6,0.6,0.6,0.6,25,5565,0.5,1810,0.65,17.76,17.76,-1.2974385323316129,0.9937928551359536
