underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol
^VIX,2021-04-26 13:00:00,VIX,2021-07-21,18.0,C,6.3,6.3,6.3,6.3,2,32015,6.2,14569,6.4,17.93,17.93,-0.003896470279123235,1.8779650274853406
^VIX,2021-04-26 13:00:00,VIX,2021-07-21,26.0,C,3.2,3.2,3.2,3.2,5,46885,3.1,42433,3.3,17.93,17.93,-0.3716212504044405,1.5651304380877398
^VIX,2021-04-26 13:00:00,VIX,2021-07-21,20.0,C,5.1,5.1,5.1,5.1,1,45,5.2,33627,5.3,17.93,17.93,-0.10925698593694952,1.6979141876451693
^VIX,2021-04-26 13:00:00,VIX,2021-07-21,30.0,C,2.42,2.42,2.42,2.42,3,22,2.4,1820,2.45,17.93,17.93,-0.5147220940451138,1.5326808938368448
^VIX,2021-04-26 13:00:00,VIX,2021-07-21,35.0,C,1.8,1.8,1.8,1.8,2,23,1.75,2863,1.8,17.93,17.93,-0.6688727738723723,1.5292786224350499
^VIX,2021-04-26 13:00:00,VIX,2021-07-21,21.0,C,4.8,4.8,4.7,4.7,138,26949,4.7,1107,4.8,17.93,17.93,-0.1580471501063815,1.6929841457225359
^VIX,2021-04-26 13:30:00,VIX,2021-07-21,28.0,C,2.78,2.78,2.78,2.78,3,23,2.75,476,2.8,17.96,17.96,-0.4440574473011503,1.5437438684371776
^VIX,2021-04-26 13:30:00,VIX,2021-07-21,15.0,P,0.15,0.15,0.15,0.15,1,39943,0.1,51991,0.2,17.96,17.96,0.1800968617718435,0.3215255403586077
^VIX,2021-04-26 13:30:00,VIX,2021-07-21,30.0,C,2.45,2.45,2.45,2.45,18,22,2.4,554,2.45,17.96,17.96,-0.5130503187881018,1.5383225279004098
^VIX,2021-04-26 13:30:00,VIX,2021-07-21,24.0,C,3.7,3.7,3.7,3.7,1,406,3.7,37338,3.8,17.96,17.96,-0.289906767473892,1.5851526166783154
^VIX,2021-04-26 13:30:00,VIX,2021-07-21,27.0,C,3.0,3.0,3.0,3.0,1,22,2.95,44968,3.1,17.96,17.96,-0.4076898031302755,1.5573062574018117
