underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,35.0,C,0.03,0.03,0.03,0.03,1,0,0.0,3049,0.05,17.75,17.75,-0.678962545567989,4.048796415711106
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,18.0,P,0.51,0.56,0.5,0.5,23,1032,0.45,10,0.6,17.75,17.75,-0.01398624197473984,0.7060756530635203
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,28.0,C,0.04,0.04,0.04,0.04,1,0,0.0,1683,0.08,17.75,17.75,-0.4558189942537792,3.044702621286635
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,17.0,C,1.38,1.38,1.26,1.26,51,14,1.15,14,1.43,17.75,17.75,0.04317217186520878,1.868440883630802
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,20.0,C,0.25,0.25,0.25,0.25,31,67,0.16,34,0.28,17.75,17.75,-0.11934675763256625,1.7890731361220087
^VIX,2021-04-26 10:30:00,VIXW,2021-04-28,15.0,C,3.2,3.2,3.2,3.2,2,14,3.02,14,3.33,17.75,17.75,0.16833531481921474,2.94965420742965
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,19.0,P,1.2,1.2,1.2,1.2,5,14,1.11,14,1.34,17.74,17.74,-0.06861700228500715,
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,20.0,C,0.23,0.23,0.21,0.23,9,17,0.19,2,0.25,17.74,17.74,-0.11991029667255768,1.7397099444035158
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,17.0,P,0.1,0.1,0.1,0.1,1,36,0.07,18,0.18,17.74,17.74,0.04260863282521729,0.6899374668513438
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,18.0,C,0.8,0.8,0.73,0.75,14,10,0.7,28,0.82,17.74,17.74,-0.014549781014731299,1.7512951077252394
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,19.0,C,0.36,0.4,0.36,0.4,46,16,0.33,19,0.42,17.74,17.74,-0.06861700228500715,1.5576560673887385
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,30.0,C,0.02,0.02,0.01,0.01,7,7,0.01,1440,0.05,17.74,17.74,-0.5253754047807221,3.1019835071146993
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,21.0,P,3.0,3.0,3.0,3.0,1,14,2.84,14,3.12,17.74,17.74,-0.1687004608419896,
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,23.0,C,0.05,0.05,0.05,0.05,4,71,0.05,44,0.13,17.74,17.74,-0.2596722390477163,2.01654419560967
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,18.0,P,0.5,0.5,0.5,0.5,5,793,0.45,11,0.6,17.74,17.74,-0.014549781014731299,0.67456575453935
^VIX,2021-04-26 11:00:00,VIXW,2021-04-28,21.0,C,0.21,0.21,0.21,0.21,2,38,0.11,38,0.21,17.74,17.74,-0.1687004608419896,2.094412859420242
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,19.0,C,0.32,0.32,0.32,0.32,2,14,0.32,19,0.42,17.76,17.76,-0.06749024160241641,1.4558015156329247
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,18.0,P,0.56,0.56,0.56,0.56,1,28,0.41,28,0.59,17.76,17.76,-0.013423020332140548,0.8150754072090916
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,25.0,C,0.03,0.03,0.03,0.03,3,48,0.02,2,0.05,17.76,17.76,-0.3419270873041767,2.3031439572275483
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,17.0,P,0.13,0.13,0.1,0.1,11,1428,0.05,17,0.15,17.76,17.76,0.04373539350780811,0.7812043722884408
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,15.0,P,0.02,0.02,0.02,0.02,7,0,0.0,75,0.04,17.76,17.76,0.16889853646181407,1.2482634154797023
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,20.0,C,0.2,0.2,0.17,0.17,132,32,0.18,73,0.3,17.76,17.76,-0.11878353598996685,1.644084082668825
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,30.0,C,0.02,0.02,0.02,0.02,7,0,0.0,1466,0.05,17.76,17.76,-0.5242486440981312,3.0959600276088612
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,22.0,C,0.06,0.06,0.06,0.06,1,48,0.06,504,0.15,17.76,17.76,-0.21409371579429173,1.7985831769277574
^VIX,2021-04-26 11:30:00,VIXW,2021-04-28,18.0,C,0.7,0.7,0.65,0.65,30,10,0.67,11,0.76,17.76,17.76,-0.013423020332140548,1.5419536123233626
^VIX,2021-04-26 12:00:00,VIXW,2021-04-28,20.0,C,0.17,0.17,0.17,0.17,4,34,0.17,13,0.25,17.79,17.79,-0.11709577187624727,1.5396285876555202
^VIX,2021-04-26 12:00:00,VIXW,2021-04-28,20.0,P,2.01,2.01,2.01,2.01,3,14,1.87,14,2.13,17.79,17.79,-0.11709577187624727,
^VIX,2021-04-26 12:00:00,VIXW,2021-04-28,17.0,P,0.11,0.11,0.11,0.11,2,615,0.1,3,0.11,17.79,17.79,0.04542315762152762,0.744390727167201
^VIX,2021-04-26 12:00:00,VIXW,2021-04-28,24.0,P,5.76,5.76,5.76,5.76,3,14,5.7,14,5.99,17.79,17.79,-0.2994173286702019,
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,30.0,C,0.03,0.03,0.03,0.03,10,0,0.0,1407,0.05,17.93,17.93,-0.5147220940451138,3.217682978398843
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,19.0,C,0.35,0.42,0.35,0.42,31,16,0.36,12,0.5,17.93,17.93,-0.05796369154939895,1.4113781720291259
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,21.0,C,0.21,0.21,0.21,0.21,3,38,0.11,36,0.21,17.93,17.93,-0.1580471501063815,2.0001273310496743
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,23.0,C,0.05,0.05,0.05,0.05,1,572,0.05,44,0.12,17.93,17.93,-0.24901892831210817,1.947204351599233
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,26.0,C,0.04,0.04,0.04,0.04,10,4,0.03,55,0.09,17.93,17.93,-0.3716212504044405,2.576544053436502
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,20.0,C,0.25,0.28,0.25,0.28,22,886,0.2,12,0.3,17.93,17.93,-0.10925698593694952,1.6906357268513428
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,19.0,P,1.12,1.12,1.12,1.12,51,14,0.97,202,1.2,17.93,17.93,-0.05796369154939895,0.6578329014096557
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,18.0,C,0.7,0.85,0.7,0.72,42,14,0.69,28,0.89,17.93,17.93,-0.003896470279123235,1.3836974021716737
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,18.0,P,0.46,0.46,0.45,0.45,105,410,0.4,28,0.52,17.93,17.93,-0.003896470279123235,0.8010188150228019
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,16.0,C,2.3,2.3,2.3,2.3,5,14,2.21,14,2.51,17.93,17.93,0.11388656537726026,2.1359847683981403
^VIX,2021-04-26 12:30:00,VIXW,2021-04-28,17.0,P,0.07,0.08,0.07,0.08,5,95,0.08,20,0.13,17.93,17.93,0.05326194356082541,0.6959991260942285
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,20.0,C,0.28,0.3,0.26,0.3,25,1,0.25,34,0.33,17.93,17.93,-0.10925698593694952,1.767983624129773
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,17.0,P,0.1,0.1,0.1,0.1,25,25,0.1,36,0.14,17.93,17.93,0.05326194356082541,0.7893328865937028
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,26.0,C,0.03,0.03,0.03,0.03,4,20,0.01,48,0.08,17.93,17.93,-0.3716212504044405,2.461952004360602
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,24.0,C,0.03,0.03,0.03,0.03,11,87,0.02,1081,0.1,17.93,17.93,-0.2915785427309041,2.0193559536419396
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,18.0,C,0.75,0.75,0.74,0.74,2,14,0.7,28,0.91,17.93,17.93,-0.003896470279123235,1.478141351747781
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,21.0,C,0.1,0.1,0.1,0.1,3,38,0.11,38,0.21,17.93,17.93,-0.1580471501063815,1.6117210701758997
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,18.0,P,0.4,0.46,0.4,0.46,26,385,0.4,28,0.54,17.93,17.93,-0.003896470279123235,0.6876025613369728
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,16.0,P,0.02,0.02,0.02,0.02,3,0,0.0,12,0.03,17.93,17.93,0.11388656537726026,0.8991959305932276
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,25.0,C,0.05,0.05,0.05,0.05,7,20,0.02,55,0.09,17.93,17.93,-0.3324005372511593,2.447064618649937
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,35.0,C,0.02,0.02,0.02,0.02,5,9,0.01,7,0.02,17.93,17.93,-0.6688727738723723,3.7921674800064524
^VIX,2021-04-26 13:00:00,VIXW,2021-04-28,16.0,C,2.25,2.25,2.25,2.25,3,14,2.21,14,2.51,17.93,17.93,0.11388656537726026,2.0037382200567184
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,18.0,C,0.69,0.95,0.69,0.72,62,14,0.72,14,0.93,17.96,17.96,-0.0022246950221110513,1.3360410851494438
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,17.0,P,0.1,0.1,0.1,0.1,30,47,0.1,3,0.11,17.96,17.96,0.05493371881783761,0.8045557502681872
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,25.0,C,0.09,0.09,0.09,0.09,3,20,0.02,25,0.09,17.96,17.96,-0.33072876199414714,2.7239147939864132
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,18.0,P,0.42,0.42,0.4,0.4,7,379,0.4,377,0.5,17.96,17.96,-0.0022246950221110513,0.7543444590450432
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,21.0,P,2.81,2.81,2.81,2.81,1,14,2.62,14,2.9,17.96,17.96,-0.15637537484936945,
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,24.0,C,0.02,0.02,0.02,0.02,5,57,0.02,1122,0.1,17.96,17.96,-0.289906767473892,1.8861391180190288
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,17.0,C,1.45,1.45,1.45,1.45,1,1,1.4,14,1.62,17.96,17.96,0.05493371881783761,1.7213135658482472
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,19.0,C,0.5,0.5,0.45,0.45,2,16,0.38,11,0.5,17.96,17.96,-0.056291916292386834,1.7026004892814055
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,23.0,C,0.07,0.07,0.07,0.07,5,446,0.05,25,0.12,17.96,17.96,-0.24734715305509605,2.070474856356377
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,30.0,C,0.05,0.05,0.05,0.05,1,0,0.0,1574,0.05,17.96,17.96,-0.5130503187881018,3.4624837101671244
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,32.5,C,0.02,0.02,0.02,0.02,30,0,0.0,14,0.03,17.96,17.96,-0.5930930264616382,3.4280015594093896
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,21.0,C,0.16,0.16,0.16,0.16,2,21,0.11,20,0.22,17.96,17.96,-0.15637537484936945,1.823547070310554
^VIX,2021-04-26 13:30:00,VIXW,2021-04-28,20.0,C,0.33,0.33,0.33,0.33,5,1,0.25,55,0.34,17.96,17.96,-0.10758521067993743,1.8746011852032696
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,17.0,P,0.1,0.15,0.1,0.11,766,39,0.1,417,0.15,17.78,17.78,0.044860886029542454,0.7113248860986425
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,22.0,C,0.09,0.09,0.05,0.05,7,966,0.05,4,0.1,17.78,17.78,-0.2129682232725573,1.958027303662885
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,16.0,P,0.02,0.03,0.02,0.03,10,0,0.0,1941,0.05,17.78,17.78,0.10548550784597735,0.8461016255997054
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,18.0,P,0.42,0.42,0.42,0.42,10,13,0.42,348,0.55,17.78,17.78,-0.012297527810406083,0.5643338293316638
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,17.0,C,1.4,1.4,1.4,1.4,1,904,1.24,13,1.48,17.78,17.78,0.044860886029542454,1.869408504370233
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,16.0,C,2.4,2.4,2.35,2.35,5,13,2.1,13,2.39,17.78,17.78,0.10548550784597735,2.6591484923735678
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,25.0,P,6.76,6.76,6.76,6.76,1,13,6.67,13,6.96,17.78,17.78,-0.34080159478244215,
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,20.0,C,0.3,0.3,0.25,0.25,79,1,0.25,192,0.3,17.78,17.78,-0.11765804346823246,1.903469635571357
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,18.0,C,0.8,1.45,0.65,0.65,105,2,0.65,13,0.84,17.78,17.78,-0.012297527810406083,1.7143434272889957
^VIX,2021-04-26 14:00:00,VIXW,2021-04-28,19.0,P,1.1,1.1,1.1,1.1,1,13,1.06,10,1.18,17.78,17.78,-0.06636474908068185,
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,22.0,C,0.1,0.1,0.1,0.1,4,6,0.1,42,0.13,17.79,17.79,-0.21240595168057214,2.003016842975594
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,19.0,C,0.31,0.37,0.31,0.37,21,847,0.3,216,0.45,17.79,17.79,-0.06580247748869668,1.414270062939371
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,18.0,C,0.65,0.65,0.6,0.6,105,652,0.6,26,0.81,17.79,17.79,-0.011735256218420965,1.41925741955246
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,20.0,C,0.25,0.25,0.2,0.2,2,18,0.16,34,0.28,17.79,17.79,-0.11709577187624727,1.7672285818368316
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,17.0,P,0.1,0.1,0.1,0.1,10,29,0.1,19,0.14,17.79,17.79,0.04542315762152762,0.7166308057216544
^VIX,2021-04-26 14:30:00,VIXW,2021-04-28,25.0,C,0.02,0.05,0.02,0.05,23,7,0.02,53,0.09,17.79,17.79,-0.34023932319045697,2.157501413218822
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,19.0,P,1.15,1.15,1.15,1.15,10,13,1.06,10,1.2,17.69,17.69,-0.07143947099474644,
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,21.0,C,0.17,0.17,0.16,0.17,5,44,0.07,39,0.17,17.69,17.69,-0.17152292955172901,1.9859940662873403
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,18.0,C,0.71,0.71,0.7,0.71,13,13,0.56,52,0.71,17.69,17.69,-0.017372249724470698,1.6243032443554744
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,16.0,C,2.36,2.36,2.19,2.19,36,13,2.04,13,2.33,17.69,17.69,0.10041078593191274,2.718819712038362
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,19.0,C,0.35,0.35,0.35,0.35,10,16,0.28,32,0.42,17.69,17.69,-0.07143947099474644,1.5678971421216452
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,25.0,C,0.05,0.05,0.04,0.04,12,7,0.02,57,0.09,17.69,17.69,-0.3458763166965068,2.5316660911081166
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,22.0,C,0.13,0.13,0.13,0.13,2,438,0.05,44,0.13,17.69,17.69,-0.21804294518662182,2.181259526444521
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,23.0,C,0.05,0.05,0.05,0.05,1,48,0.02,3,0.05,17.69,17.69,-0.26249470775745565,2.03487027097428
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,17.0,C,1.45,1.45,1.1,1.1,33,13,1.13,13,1.39,17.69,17.69,0.03978616411547799,2.089235312629274
^VIX,2021-04-26 15:00:00,VIXW,2021-04-28,35.0,C,0.01,0.01,0.01,0.01,6,17,0.01,11,0.02,17.69,17.69,-0.6823485533177197,3.5651612970960254
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,16.0,C,2.14,2.14,2.14,2.14,3,13,2.18,13,2.48,17.72,17.72,0.10210522293715359,2.1439243602577034
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,29.0,P,10.88,10.88,10.88,10.88,10,13,10.56,13,10.85,17.72,17.72,-0.49260188480953926,
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,23.0,C,0.05,0.05,0.05,0.05,3,53,0.02,273,0.1,17.72,17.72,-0.2608002707522149,2.02387060918429
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,24.0,C,0.05,0.05,0.05,0.05,20,63,0.01,51,0.09,17.72,17.72,-0.3033598851710108,2.280564666380452
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,35.0,C,0.01,0.01,0.01,0.01,9,17,0.01,22,0.02,17.72,17.72,-0.6806541163124789,3.556927840529374
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,17.0,C,1.21,1.21,1.15,1.15,2,13,1.26,1,1.47,17.72,17.72,0.041480601120718705,1.5576132714980628
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,21.0,P,2.96,2.96,2.96,2.96,10,13,2.67,153,2.95,17.72,17.72,-0.16982849254648813,
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,19.0,P,1.22,1.22,1.22,1.22,10,13,0.95,13,1.18,17.72,17.72,-0.06974503398950563,
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,18.0,P,0.51,0.51,0.51,0.51,1,379,0.4,352,0.5,17.72,17.72,-0.015677812719229904,0.6702335563412536
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,20.0,C,0.2,0.2,0.18,0.18,11,17,0.16,34,0.27,17.72,17.72,-0.12103832837705622,1.664959139960256
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,17.0,P,0.14,0.15,0.1,0.1,23,11,0.1,18,0.13,17.72,17.72,0.041480601120718705,0.7840829014075981
^VIX,2021-04-26 15:30:00,VIXW,2021-04-28,18.0,C,0.71,0.71,0.59,0.62,6,13,0.63,23,0.71,17.72,17.72,-0.015677812719229904,1.5973208036154025
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,17.0,P,0.1,0.15,0.1,0.12,100,362,0.07,700,0.12,17.72,17.72,0.041480601120718705,0.6791421691442043
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,19.0,C,0.45,0.45,0.32,0.4,15,2,0.36,24,0.43,17.72,17.72,-0.06974503398950563,1.7658986275187756
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,29.0,C,0.04,0.04,0.04,0.04,15,0,0.0,1742,0.05,17.72,17.72,-0.49260188480953926,3.2435231712070918
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,15.0,P,0.02,0.02,0.02,0.02,5,0,0.0,57,0.04,17.72,17.72,0.16664374407472485,1.2347894551258531
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,19.0,P,1.1,1.1,1.0,1.1,67,10,1.1,50,1.23,17.72,17.72,-0.06974503398950563,
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,22.0,P,3.68,3.68,3.68,3.68,2,10,3.79,10,4.08,17.72,17.72,-0.21634850818138102,
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,18.0,P,0.42,0.42,0.4,0.4,120,10,0.44,10,0.55,17.72,17.72,-0.015677812719229904,0.4875626922287667
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,18.0,C,0.71,0.84,0.68,0.68,36,10,0.57,20,0.78,17.72,17.72,-0.015677812719229904,1.5973208036154025
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,10.0,C,8.21,8.21,8.21,8.21,5,10,8.0,10,8.3,17.72,17.72,0.5721088521828891,7.143796408208656
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,20.0,C,0.2,0.26,0.17,0.17,58,7,0.15,28,0.28,17.72,17.72,-0.12103832837705622,1.664959139960256
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,16.0,P,0.03,0.03,0.03,0.03,3,0,0.0,812,0.05,17.72,17.72,0.10210522293715359,0.8973552479949981
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,21.0,C,0.14,0.14,0.12,0.12,11,16,0.09,67,0.19,17.72,17.72,-0.16982849254648813,1.863724278419994
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,17.0,C,1.47,1.47,1.4,1.4,7,1,1.25,10,1.41,17.72,17.72,0.041480601120718705,2.0912660981404443
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,23.0,C,0.07,0.07,0.02,0.05,37,764,0.01,1159,0.1,17.72,17.72,-0.2608002707522149,2.1624905251822053
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,22.0,C,0.11,0.11,0.08,0.1,13,5,0.08,32,0.13,17.72,17.72,-0.21634850818138102,2.079488737195986
^VIX,2021-04-26 16:00:00,VIXW,2021-04-28,25.0,C,0.05,0.05,0.05,0.05,2,7,0.02,36,0.07,17.72,17.72,-0.3441818796912659,2.521042251612938
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,18.0,P,0.45,0.45,0.45,0.45,11,7,0.38,10,0.55,17.64,17.64,-0.020202707317519466,0.43173537241941834
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,22.0,C,0.08,0.08,0.08,0.08,5,27,0.02,22,0.11,17.64,17.64,-0.22087340277967055,1.9625473726603477
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,16.0,C,2.24,2.27,2.24,2.27,6,7,2.05,7,2.36,17.64,17.64,0.09758032833886404,2.526106479767793
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,19.0,C,0.36,0.36,0.36,0.36,2,8,0.26,8,0.41,17.64,17.64,-0.07426992858779524,1.6226030677661043
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,26.0,C,0.02,0.02,0.02,0.02,8,0,0.0,20,0.04,17.64,17.64,-0.38792748744283684,2.409485473928975
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,19.0,P,1.1,1.1,1.1,1.1,11,7,1.02,50,1.21,17.64,17.64,-0.07426992858779524,
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,17.0,P,0.12,0.12,0.12,0.12,134,197,0.07,566,0.12,17.64,17.64,0.03695570652242912,0.6873429709625883
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,20.0,C,0.17,0.17,0.17,0.17,10,7,0.15,9,0.24,17.64,17.64,-0.12556322297534575,1.615436040473906
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,18.0,C,0.6,0.72,0.6,0.72,31,7,0.56,7,0.77,17.64,17.64,-0.020202707317519466,1.456281945970207
^VIX,2021-04-26 16:15:00,VIXW,2021-04-28,17.0,C,1.25,1.25,1.2,1.2,2,1,1.2,7,1.43,17.64,17.64,0.03695570652242912,1.7471442134496933
