underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,18.0,C,7.6,7.7,7.6,7.7,39,1,7.6,2613,7.7,17.84,17.84,-0.008928630744301431,1.806624310925997
^VIX,2021-04-26 10:00:00,VIX,2021-09-15,20.0,P,1.85,1.85,1.85,1.85,2,6581,1.8,36213,1.9,17.84,17.84,-0.11428914640212766,
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,32.5,C,2.8,2.8,2.8,2.8,1,18277,2.7,451,2.8,17.75,17.75,-0.6048545734142671,1.3762433380505574
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,30.0,C,3.26,3.26,3.25,3.25,2400,42788,3.1,37918,3.3,17.75,17.75,-0.5248118657407306,1.4019906817734642
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,20.0,P,1.9,1.9,1.9,1.9,22,1982,1.85,3971,1.9,17.75,17.75,-0.11934675763256625,
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,28.0,C,3.7,3.7,3.7,3.7,1000,44509,3.5,35086,3.7,17.75,17.75,-0.4558189942537792,1.4293081039591886
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,27.0,C,3.9,3.9,3.9,3.9,20,17180,3.8,1911,3.9,17.75,17.75,-0.41945135008290424,1.4349384262453264
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,25.0,C,4.5,4.5,4.5,4.5,10,10,4.4,35285,4.5,17.75,17.75,-0.342490308946776,1.484076396342184
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,60.0,C,0.8,0.8,0.75,0.75,6,20680,0.75,40028,0.85,17.75,17.75,-1.217959046300676,1.3250886767549561
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,15.0,C,9.8,9.8,9.7,9.7,2,7954,9.6,292,9.8,17.75,17.75,0.16833531481921474,2.2120904676865942
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,20.0,C,6.4,6.4,6.4,6.4,2,3672,6.3,40061,6.5,17.75,17.75,-0.11934675763256625,1.6566639651773485
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,17.0,C,8.2,8.2,8.2,8.2,1,5832,8.1,27843,8.3,17.75,17.75,0.04317217186520878,1.9091030959390085
^VIX,2021-04-26 10:30:00,VIX,2021-09-15,18.0,C,7.7,7.7,7.6,7.6,7,26562,7.4,12167,7.6,17.75,17.75,-0.01398624197473984,1.8501527135357814
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,24.0,P,4.2,4.2,4.2,4.2,1,46002,4.1,37758,4.3,17.74,17.74,-0.3022318534665122,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,26.0,C,4.2,4.2,4.2,4.2,2,2744,4.1,35431,4.2,17.74,17.74,-0.38227456114004865,1.4619311870675178
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,30.0,C,3.2,3.2,3.2,3.2,3,43804,3.1,38151,3.3,17.74,17.74,-0.5253754047807221,1.3892250756544435
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,25.0,P,4.9,4.9,4.9,4.9,1,41821,4.8,37023,5.0,17.74,17.74,-0.34305384798676747,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,18.0,C,7.6,7.6,7.6,7.6,7,28075,7.4,25212,7.6,17.74,17.74,-0.014549781014731299,1.8254708725188178
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,25.0,C,4.4,4.4,4.38,4.4,14,42514,4.3,35036,4.5,17.74,17.74,-0.34305384798676747,1.4625523832183656
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,20.0,C,6.5,6.5,6.5,6.5,50,9539,6.3,39754,6.5,17.74,17.74,-0.11991029667255768,1.6829397692686394
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,27.0,P,6.3,6.3,6.3,6.3,6,4156,6.3,31759,6.4,17.74,17.74,-0.42001488912289575,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,32.5,P,10.8,10.8,10.8,10.8,6,1127,10.7,29388,10.8,17.74,17.74,-0.6054181124542586,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,26.0,P,5.7,5.7,5.7,5.7,1,41582,5.5,34991,5.7,17.74,17.74,-0.38227456114004865,
^VIX,2021-04-26 11:00:00,VIX,2021-09-15,70.0,C,0.53,0.53,0.53,0.53,17,27493,0.5,22,0.55,17.74,17.74,-1.3726732651679256,1.3114252781745748
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,20.0,C,6.38,6.38,6.38,6.38,10,9174,6.3,39525,6.5,17.76,17.76,-0.11878353598996685,1.6501318267893201
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,28.0,C,3.64,3.64,3.64,3.64,20,4980,3.6,34188,3.7,17.76,17.76,-0.45525577261117983,1.4146233335181495
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,42.5,C,1.64,1.64,1.64,1.64,2,26055,1.6,6617,1.7,17.76,17.76,-0.8725553383663471,1.3287893351897304
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,60.0,C,0.77,0.77,0.77,0.77,2,20575,0.75,35,0.8,17.76,17.76,-1.2173958246580765,1.3125844048252355
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,15.0,C,9.8,9.8,9.8,9.8,4,1789,9.7,27731,9.9,17.76,17.76,0.16889853646181407,2.209586971203787
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,17.0,C,8.3,8.3,8.3,8.3,1,24769,8.1,9301,8.3,17.76,17.76,0.04373539350780811,1.934839280513496
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,20.0,P,1.87,1.87,1.87,1.87,2,26744,1.8,9120,1.9,17.76,17.76,-0.11878353598996685,
^VIX,2021-04-26 11:30:00,VIX,2021-09-15,30.0,C,3.2,3.2,3.2,3.2,10,44702,3.1,36526,3.3,17.76,17.76,-0.5242486440981312,1.3872325949231619
^VIX,2021-04-26 12:00:00,VIX,2021-09-15,24.0,C,4.7,4.7,4.7,4.7,1,27108,4.7,34041,4.9,17.79,17.79,-0.2994173286702019,1.4768574902148708
^VIX,2021-04-26 12:00:00,VIX,2021-09-15,26.0,C,4.2,4.2,4.2,4.2,1,25236,4.1,349,4.2,17.79,17.79,-0.3794600363437383,1.456076060251847
^VIX,2021-04-26 12:00:00,VIX,2021-09-15,95.0,C,0.25,0.25,0.25,0.25,1,52933,0.15,8766,0.25,17.79,17.79,-1.6752403899227972,1.3208924802594
^VIX,2021-04-26 12:00:00,VIX,2021-09-15,30.0,C,3.2,3.2,3.2,3.2,15,8149,3.2,30536,3.3,17.79,17.79,-0.5225608799844117,1.3842485712758243
^VIX,2021-04-26 12:00:00,VIX,2021-09-15,22.0,C,5.5,5.5,5.5,5.5,7,39239,5.4,31464,5.6,17.79,17.79,-0.21240595168057214,1.5559155731989929
^VIX,2021-04-26 12:00:00,VIX,2021-09-15,20.0,C,6.38,6.38,6.38,6.38,2,23,6.4,18024,6.5,17.79,17.79,-0.11709577187624727,1.645293127007505
^VIX,2021-04-26 12:00:00,VIX,2021-09-15,120.0,C,0.1,0.1,0.1,0.1,2,36160,0.05,16130,0.15,17.79,17.79,-1.9088552411043023,1.2824194050871098
^VIX,2021-04-26 12:30:00,VIX,2021-09-15,18.0,C,7.7,7.7,7.7,7.7,9,23520,7.5,27197,7.7,17.93,17.93,-0.003896470279123235,1.8160471302377186
^VIX,2021-04-26 12:30:00,VIX,2021-09-15,100.0,C,0.2,0.2,0.2,0.2,912,13311,0.15,42909,0.25,17.93,17.93,-1.71869489837105,1.2995397465212253
^VIX,2021-04-26 12:30:00,VIX,2021-09-15,18.0,P,0.95,0.95,0.95,0.95,2,9167,0.95,35655,1.05,17.93,17.93,-0.003896470279123235,0.21747787538648353
^VIX,2021-04-26 12:30:00,VIX,2021-09-15,19.0,P,1.4,1.4,1.4,1.4,2,23,1.35,2502,1.4,17.93,17.93,-0.05796369154939895,0.18264604614363283
^VIX,2021-04-26 12:30:00,VIX,2021-09-15,20.0,C,6.4,6.4,6.4,6.4,2,23,6.4,16661,6.5,17.93,17.93,-0.10925698593694952,1.6276962716142158
^VIX,2021-04-26 13:00:00,VIX,2021-09-15,20.0,P,1.8,1.8,1.8,1.8,3,1982,1.8,35869,1.9,17.93,17.93,-0.10925698593694952,
^VIX,2021-04-26 13:00:00,VIX,2021-09-15,18.0,P,0.98,0.98,0.98,0.98,5,16273,0.95,40057,1.05,17.93,17.93,-0.003896470279123235,0.22422572466764823
^VIX,2021-04-26 13:00:00,VIX,2021-09-15,17.0,P,0.68,0.68,0.68,0.68,5,49752,0.6,7940,0.7,17.93,17.93,0.05326194356082541,0.2590546533285541
^VIX,2021-04-26 13:30:00,VIX,2021-09-15,20.0,C,6.4,6.44,6.4,6.44,2,28,6.4,17893,6.5,17.96,17.96,-0.10758521067993743,1.6228992644193045
^VIX,2021-04-26 13:30:00,VIX,2021-09-15,32.5,C,2.8,2.8,2.8,2.8,1,8247,2.75,31136,2.85,17.96,17.96,-0.5930930264616382,1.356942483383117
^VIX,2021-04-26 13:30:00,VIX,2021-09-15,30.0,C,3.3,3.3,3.3,3.3,12,4299,3.2,33248,3.3,17.96,17.96,-0.5130503187881018,1.390107731521234
^VIX,2021-04-26 14:00:00,VIX,2021-09-15,110.0,C,0.15,0.15,0.15,0.15,1,11498,0.1,28,0.15,17.78,17.78,-1.8224061357066577,1.3051376198872424
^VIX,2021-04-26 14:30:00,VIX,2021-09-15,15.0,P,0.3,0.3,0.3,0.3,1,46394,0.2,42066,0.3,17.79,17.79,0.17058630057553367,0.3070430524369353
^VIX,2021-04-26 14:30:00,VIX,2021-09-15,42.5,C,1.66,1.66,1.66,1.66,5,25832,1.6,29695,1.7,17.79,17.79,-0.8708675742526274,1.3321091318352793
^VIX,2021-04-26 14:30:00,VIX,2021-09-15,32.5,C,2.78,2.78,2.78,2.78,2,28,2.75,32402,2.85,17.79,17.79,-0.6026035876579481,1.3678605513335418
^VIX,2021-04-26 14:30:00,VIX,2021-09-15,26.0,C,4.1,4.1,4.1,4.1,1,21138,4.1,1443,4.2,17.79,17.79,-0.3794600363437383,1.433471147326423
^VIX,2021-04-26 14:30:00,VIX,2021-09-15,60.0,C,0.77,0.77,0.77,0.77,5,18763,0.75,35,0.8,17.79,17.79,-1.2157080605443569,1.310873869623789
^VIX,2021-04-26 14:30:00,VIX,2021-09-15,45.0,C,1.47,1.47,1.47,1.47,3,49,1.45,23,1.5,17.79,17.79,-0.9280259880925761,1.3260587185380184
^VIX,2021-04-26 15:00:00,VIX,2021-09-15,32.5,C,2.79,2.79,2.79,2.79,2,16748,2.7,30263,2.8,17.69,17.69,-0.6082405811639977,1.379449748526105
^VIX,2021-04-26 15:00:00,VIX,2021-09-15,30.0,C,3.2,3.2,3.2,3.2,1000,37094,3.1,35945,3.3,17.69,17.69,-0.5281978734904614,1.3942172978591292
^VIX,2021-04-26 15:00:00,VIX,2021-09-15,23.0,P,3.5,3.5,3.5,3.5,1,43778,3.4,35125,3.6,17.69,17.69,-0.26249470775745565,
^VIX,2021-04-26 15:00:00,VIX,2021-09-15,50.0,C,1.17,1.17,1.17,1.17,35,2008,1.15,3133,1.2,17.69,17.69,-1.039023497256452,1.3251016146332946
^VIX,2021-04-26 15:00:00,VIX,2021-09-15,15.0,C,9.8,9.8,9.8,9.8,40,8572,9.7,8312,9.9,17.69,17.69,0.16494930706948385,2.2271555490423194
^VIX,2021-04-26 15:00:00,VIX,2021-09-15,23.0,C,5.08,5.08,5.08,5.08,10,26557,5.0,32508,5.2,17.69,17.69,-0.26249470775745565,1.5263786485754371
^VIX,2021-04-26 15:00:00,VIX,2021-09-15,26.0,C,4.1,4.1,4.1,4.1,1,23,4.1,33655,4.2,17.69,17.69,-0.385097029849788,1.4450713974627527
^VIX,2021-04-26 15:00:00,VIX,2021-09-15,25.0,C,4.44,4.44,4.44,4.44,35,41563,4.3,33958,4.5,17.69,17.69,-0.3458763166965068,1.4777625163234034
^VIX,2021-04-26 15:30:00,VIX,2021-09-15,22.0,P,2.9,2.9,2.9,2.9,32,19249,2.85,26867,2.95,17.72,17.72,-0.21634850818138102,
^VIX,2021-04-26 15:30:00,VIX,2021-09-15,18.0,P,1.0,1.0,1.0,1.0,10,27975,0.95,36704,1.05,17.72,17.72,-0.015677812719229904,0.2057604573246711
^VIX,2021-04-26 15:30:00,VIX,2021-09-15,35.0,C,2.39,2.39,2.39,2.39,10,8277,2.35,33863,2.45,17.72,17.72,-0.6806541163124789,1.3523269359840948
^VIX,2021-04-26 15:30:00,VIX,2021-09-15,24.0,C,4.7,4.7,4.7,4.7,1,763,4.7,30963,4.8,17.72,17.72,-0.3033598851710108,1.4857653410743337
^VIX,2021-04-26 15:30:00,VIX,2021-09-15,27.0,C,3.87,3.87,3.87,3.87,5,21498,3.8,2748,3.9,17.72,17.72,-0.42114292082739424,1.4314941958952787
^VIX,2021-04-26 15:30:00,VIX,2021-09-15,40.0,C,1.85,1.85,1.85,1.85,1,16461,1.8,32330,1.9,17.72,17.72,-0.8141855089370015,1.3365781259776486
^VIX,2021-04-26 15:30:00,VIX,2021-09-15,25.0,P,4.9,4.9,4.9,4.9,1,4176,4.8,29951,4.9,17.72,17.72,-0.3441818796912659,
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,28.0,P,7.0,7.0,7.0,7.0,1,3900,7.0,32920,7.2,17.72,17.72,-0.45751056499826914,
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,70.0,C,0.55,0.55,0.55,0.55,25,3285,0.5,2118,0.55,17.72,17.72,-1.3738012968724242,1.3224187610326015
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,22.0,P,2.85,2.9,2.85,2.9,21,22,2.9,1451,2.95,17.72,17.72,-0.21634850818138102,
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,65.0,C,0.7,0.7,0.7,0.7,15,18829,0.6,36639,0.7,17.72,17.72,-1.2996933247187024,1.3414149721257524
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,20.0,C,6.4,6.4,6.4,6.4,2,2821,6.3,37885,6.5,17.72,17.72,-0.12103832837705622,1.6615235045194652
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,30.0,C,3.2,3.3,3.2,3.3,17,22056,3.1,36499,3.3,17.72,17.72,-0.5265034364852205,1.391220071224192
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,32.5,C,2.8,2.8,2.8,2.8,6,4041,2.7,29447,2.8,17.72,17.72,-0.606546144158757,1.3790215600388525
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,24.0,P,4.2,4.2,4.2,4.2,1,20268,4.1,36617,4.3,17.72,17.72,-0.3033598851710108,
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,42.5,C,1.65,1.65,1.65,1.65,2,2661,1.6,34709,1.7,17.72,17.72,-0.8748101307534363,1.3344731877654818
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,35.0,C,2.4,2.4,2.4,2.4,1,437,2.35,31573,2.45,17.72,17.72,-0.6806541163124789,1.3547619107044875
^VIX,2021-04-26 16:00:00,VIX,2021-09-15,15.0,C,9.8,9.8,9.8,9.8,40,1504,9.7,28001,9.9,17.72,17.72,0.16664374407472485,2.2196135145322184
^VIX,2021-04-26 16:15:00,VIX,2021-09-15,20.0,C,6.3,6.3,6.3,6.3,5,22237,6.2,16255,6.4,17.64,17.64,-0.12556322297534575,1.6498178662962266
^VIX,2021-04-26 16:15:00,VIX,2021-09-15,24.0,C,4.7,4.7,4.7,4.7,1,1321,4.6,2084,4.8,17.64,17.64,-0.3078847797693004,1.495993141759433
^VIX,2021-04-26 16:15:00,VIX,2021-09-15,19.0,P,1.4,1.4,1.4,1.4,10,3001,1.35,2186,1.45,17.64,17.64,-0.07426992858779524,0.12628618826820298
^VIX,2021-04-26 16:15:00,VIX,2021-09-15,25.0,P,4.9,4.9,4.9,4.9,1,16923,4.8,3236,5.0,17.64,17.64,-0.3487067742895555,
